episode_id,turn_count,total_assumptions,accommodated,dark_matter,conversion_rate,mean_lag,num_lags
If_I_Were_God_I_Would...__Answer_More_Prayers__Part_4,3,2,2,0,100.0,0.0,0
If_It_Can_Be_Copied_It_Will_Be_Copied,3,1,1,0,100.0,0.0,0
If_You_Know_Mary_Then_You_Know_Jesus_-_Proclamation_of_Mercy__May_26__2020,3,3,2,1,66.67,0.0,0
If_You_Say_So_Pt._7,11,17,17,0,100.0,0.0,0
If_from_where_you_are,3,3,1,2,33.33,0.0,0
If_the_government_won_t_fix_Super__here_s_how_to_do_it_for_yourself__and_your_kids,5,10,10,0,100.0,0.0,0
If_we_were_made_for_Heaven__why_should_we_care_about_politics,42,92,89,3,96.74,0.0,0
Igetis_Leadership_Podcast_with_Triphina_Wilson_-_S1_Ep3_Julie_McGann_shares_her_tips_on_how_to_improve_your_wellbeing,20,42,37,5,88.1,0.0,0
Igetis_Leadership_Podcast_with_Triphina_Wilson_-_S1_Ep4_David_Berkeley_shares_his_insight_on_being_a_founder_and_growing_your_business,37,68,53,15,77.94,0.0,0
Igetis_Leadership_Podcast_with_Triphina_Wilson_-_S1_Ep5_The_Magician_Jay_Rahman,39,83,61,22,73.49,0.0,0
Ignite_Your_Business_Podcast_Presented_by_GREENCREST__Episode_56__Kelly_Borth__CEO_and_Chief_Strategy_Officer,3,2,2,0,100.0,0.0,0
Ignite_Your_Business_Podcast_presented_by_GREENCREST__Episode_55__Kelly_Borth__GREENCREST_CEO_and_chief_strategy_officer,3,2,2,0,100.0,0.0,0
Igniting_Impact__Interview_with_Chantal_Line_Carpentier_and_Steve_Distante,28,21,15,6,71.43,0.0,0
Ignition_406_Chris_Motz__Where_Are_You_Going,65,80,52,28,65.0,0.0,0
Igor_s_Biggest_Money_Pits,39,122,82,40,67.21,0.0,0
Illan_Samuel_on_Constructing_You,73,178,118,60,66.29,0.0,0
Illinois__New_Biometrics_Law__What_It_Means_for_Facilities,17,36,33,3,91.67,0.0,0
Im_encouraged_by_the_capacity_to_change_at_an_accelerated_pace_Heather_Chalmers__President___CEO__GE_Canada,23,32,25,7,78.12,0.0,0
Images_of_Encouragement_in_Zechariah__Haftarah_Beha_alotecha,5,11,11,0,100.0,0.0,0
Imago_Dei,3,1,1,0,100.0,0.0,0
Imani_Lateef___Peep_Game_Comix,50,87,62,25,71.26,0.0,0
Imani_Lateef___Peep_Game_Comix_2,50,72,51,21,70.83,0.0,0
Immersed_-_Pastor_Jon_Hudson,5,9,9,0,100.0,0.0,0
Immigration_Restrictionists_on_the_March,13,23,22,1,95.65,0.0,0
Immigration_Restrictionists_on_the_March_2,13,37,25,12,67.57,0.0,0
Impact,3,2,2,0,100.0,0.0,0
Impact_The_Industry_Thats_Been_Impacted_By_Covid_-_19__Ep._14,2,2,2,0,100.0,0.0,0
Impact_Wealth_Podcast_-_About_Matt_Teegarden,12,10,8,2,80.0,0.0,0
Impact_of_the_riots_on_small_businesses__House_passage_of_aPaycheck_Protection_Flexibility_Act.a,21,39,28,11,71.79,0.0,0
Impactful_Conversations__Carried_Interest_by_Verified_Impact_Calculations__CIVIC,35,118,110,8,93.22,0.0,0
Imperfect_Action_Wins_with_Michael_Zipursky,26,43,28,15,65.12,0.0,0
Importance_of_Organization__Part_One_with_Dai_Smith,27,32,26,6,81.25,0.0,0
Importance_of_Spiritual_Disciplines_in_Isolation,57,139,110,29,79.14,0.0,0
Importance_of_Tax_Planning_for_Small_Business_Owners,3,8,6,2,75.0,0.0,0
Important_Announcements_about_the_Show,21,33,26,7,78.79,0.0,0
Important_SALT_Principles_from_2_Washington_B_O_Tax_Cases,2,3,2,1,66.67,0.0,0
Imposter_Complex,3,3,3,0,100.0,0.0,0
Improve_by_Measuring_What_Matters,17,43,41,2,95.35,0.0,0
Improving_Your_Career_With_CliftonStrengths_--_S8E36,23,76,68,8,89.47,0.0,0
In-depth_look_at_the_2020_Carolina_Panthers_season,11,15,11,4,73.33,0.0,0
In_A_Relationship_-_God_s_heart_for_a_relationship_-_Ben_Oliver_-_07.06.2020,3,3,3,0,100.0,0.0,0
In_Christ_-_Look_Carefully_How_You_Walk,8,9,8,1,88.89,0.0,0
In_Conversation_Episode_20_-_Mitchel_White,41,54,36,18,66.67,0.0,0
In_Conversation_With__Asmita_Jason,9,21,20,1,95.24,0.0,0
In_Conversation_With__Malachy_Browne,85,187,126,61,67.38,0.0,0
In_Conversation_with_Jess_and_Stef__Land_Your_Dream_Job,64,153,113,40,73.86,0.0,0
In_Depth_Study_of_the_Epistle_of_First_John__Chapter_2__Part_2_-_Wonderful_Words_of_Life_Radio_Broadcast_for_May_16__2020,2,1,1,0,100.0,0.0,0
In_Depth_Study_of_the_Epistle_of_First_John__Chapter_4_-_Part_1_-_Wonderful_Words_of_Life_Radio_Broadcast_for_June_6__2020,2,1,1,0,100.0,0.0,0
In_Depth_Study_of_the_Epistle_of_First_John__Chapter_5_-_Part_1_-_Wonderful_Words_of_Life_Radio_Broadcast_for_June_20__2020,2,2,2,0,100.0,0.0,0
In_Focus__How_COVID-19_has_been_impacting_brokers_across_Australia,27,72,66,6,91.67,0.0,0
In_Lockdown_-_Dignity,35,112,92,20,82.14,0.0,0
In_Step,3,4,3,1,75.0,0.0,0
In_The_Heat_Of_The_Battle,3,1,1,0,100.0,0.0,0
In_The_Meantime___Part_2,2,1,1,0,100.0,0.0,0
In_The_Middle_Of_It,4,6,5,1,83.33,0.0,0
In_The_Silent_Years_Part_1,5,4,3,1,75.0,0.0,0
In_a_Time_of_Crisis__Stop_Trying_to_Be__Good__at_Meditation,3,1,1,0,100.0,0.0,0
In_need_of_a_Savior,4,1,1,0,100.0,0.0,0
In_the_Courts_of_Public_Opinion,3,1,1,0,100.0,0.0,0
In_the_Zone__Audio,3,2,2,0,100.0,0.0,0
In_the_beginning,7,3,3,0,100.0,0.0,0
In_the_know__The_Secrets_to_Investing_and_Industries_in_the_New_Normal,3,3,2,1,66.67,0.0,0
In_this_segment_I_talk_about_the_Ranger_Assement_Selection_Program,25,40,31,9,77.5,0.0,0
Inaugural_Show_w__Amanda_Payne__President_of_AMPLIFY_Clearwater,39,53,40,13,75.47,0.0,0
Incorporating_Correlations_Into_Your_Strategy,3,1,1,0,100.0,0.0,0
Increase_Pleasure_with_Erotic_Blueprints_with_Stephanie_Pappas,59,188,164,24,87.23,0.0,0
Increasing_Your_Wealth_with_Pam_Sowder_Part_1_2,2,1,1,0,100.0,0.0,0
Indecent_Proposals_2,7,1,1,0,100.0,0.0,0
Independence_Day,3,4,2,2,50.0,0.0,0
Index_Funds__The_12-Step_Recovery_Program_for_Active_Investors_with_Mark_Hebner,52,184,165,19,89.67,0.0,0
Individual_Rights_vs_The_Common_Good,45,107,92,15,85.98,0.0,0
Industries_crashing_in_2020,25,37,34,3,91.89,0.0,0
Industry_Keynote_with_Paris_Cole__CEO__Truckstop.com_and_Craig_Fuller__Founder_and_CEO__FreightWaves_from__FWLive___Home,30,79,52,27,65.82,0.0,0
Industry_Update___Conversation_With_Dart_President___CEO_Dave_Ables,33,81,67,14,82.72,0.0,0
Ineffable,3,1,1,0,100.0,0.0,0
Inerrancy_of_Bible__What_is_Truth__and_QA,30,52,43,9,82.69,0.0,0
Infectious_Disease_Expert_Talks_About_Return_To_Play_For_College_Athletes,35,109,94,15,86.24,0.0,0
Infectious_Disease_Expert_Talks_About_Return_To_Play_For_College_Athletes_2,35,105,87,18,82.86,0.0,0
Infinity_Light_Weaving,45,103,99,4,96.12,0.0,0
Influence_Me_Leadership_Podcast_8_-_Elizabeth_Deveny_-_Values-Based_Leadership,34,84,76,8,90.48,0.0,0
Influence__Conversation_with_Ryan_Lim__CEO___Founder_of_QED_Consulting,92,122,84,38,68.85,0.0,0
Influencer_-_week_2,52,134,125,9,93.28,0.0,0
Influencer_Marketing_Secrets_To_Grow_Your_SaaS_With_Restream_-_Episode_014,22,93,86,7,92.47,0.0,0
Influencer_Marketing_with_Jenny_Melrose,21,62,53,9,85.48,0.0,0
Information_Overload._Diversify_your_sources,15,15,14,1,93.33,0.0,0
Information_Overload__w__Steven_Kiger,61,103,63,40,61.17,0.0,0
Inheritance_to_a_Non-Muslim_Child,7,5,5,0,100.0,0.0,0
Injecting_Life_into_the_Life___Health_Industry_-_Trevor_Davis_of_Instanda,41,86,68,18,79.07,0.0,0
Injuries_and_Conditions_Developed_over_the_Years_at_a_Job,3,1,1,0,100.0,0.0,0
Inner_Healing_Isnt_Enough__Ep._98,3,7,1,6,14.29,0.0,0
Inner_Whispers_-_Episode_139_-_6_9_20,60,82,54,28,65.85,0.0,0
Innovation_Drives_Chapco_s_Pandemic_Response,21,30,25,5,83.33,0.0,0
Innovation_and_Mentorship_at_Spiegel_Sohmer__The_Law_Firm_Where_You_Come_in_for_a_Coffee_and_Leave_with_a_Will,27,49,41,8,83.67,0.0,0
Innovation_in_equities_trading_with_Jonathan_Clark__Luminex,37,84,63,21,75.0,0.0,0
Innovation_in_times_of_crisis__The_move_to_Agri-business,20,45,43,2,95.56,0.0,0
Innovation_in_unprecedented_times__preparation_for_future,25,76,67,9,88.16,0.0,0
Inside-Out_Living_-_2020-06-14_SUN_AM_by_Pastor_Edwin_Anderson,3,2,1,1,50.0,0.0,0
Insight_to_ReloCare_challenges_and_success,31,52,33,19,63.46,0.0,0
Inspirational_Indie_Author_Interview__58__Interview_with_Lorna_Fergusson_Storyteller_Helps_Other_Indie_Authors_Chase_Away_Self-Doubt,21,46,35,11,76.09,0.0,0
Inspirational_Indie_Author_Interview__59__Interview_with_Eric_Twiggs_Procrastination_Expert_Says_There_s_No_Time_to_Lose,19,31,23,8,74.19,0.0,0
Inspirations_at_The_Table_with_Londen_presents_Late_Nit_With_Londen,11,4,4,0,100.0,0.0,0
Inspire_Thrive_Lead_Podcast_Episode_23__Debbie_LaChusa,54,179,133,46,74.3,0.0,0
Inspiring_Travel_Now___In_the_Future__World_Wide_Travel_with_Karen_Warren_of_WorldWide_Writer__Creator_Series,3,2,2,0,100.0,0.0,0
Inspiring_young_Women_s_Journey_to_Success_with_Larissa_Harter,29,69,57,12,82.61,0.0,0
Instagram_Will_Really_Start_Paying_Creators_Soon__But_Is_It_Too_Late__You_Can_Shop_From_Target_There__Too__And_Why_Cant_More_Bands_Be_Like_Sephora,75,141,81,60,57.45,0.0,0
Install_a_Plugin_in_Wordpress,5,6,6,0,100.0,0.0,0
Insurance_Claims_Africa__ICA_overwhelmed_by_Covid-19_related_claims,13,25,20,5,80.0,0.0,0
Integrating_and_Growing_IT_at_DoorDash_with_Jorge_Herrera,31,37,29,8,78.38,0.0,0
Intentional_Living_Part_10_-_The_Christian_s_Checklist_for_Work,3,2,1,1,50.0,0.0,0
Intermittent_Fasting_Featuring_Gin_Stephens,77,200,154,46,77.0,0.0,0
International_Pop_Performing_Artist_Veronica_Kole_Delivers_Meals_to_Health_Care_Works_with_Crystals_For_Covid,36,53,40,13,75.47,0.0,0
Internet_Marketing_Course_Overview,3,3,3,0,100.0,0.0,0
Interning_at_NBC_and_Teaching_Fitness_at_Equinox__How_to_Bring_Value___Create_Your_Own_Opportunities_within_your_Company_ft._Ginny_King,69,131,97,34,74.05,0.0,0
Interrupt_-_Intro__How_To_Respond_To_Suffering____Matt_Summerfield,9,14,14,0,100.0,0.0,0
Interrupt_-_Intro__Interruption_As_Invitation___Belinda_Norrington,3,1,0,1,0.0,0.0,0
Interrupted_-_Wk_4_-_Mothers_Day_Special,2,1,0,1,0.0,0.0,0
Interview_-_Dr._Cherie_Buisson__A_Happy_Vet,51,104,77,27,74.04,0.0,0
Interview_-_Lorraine_Dishman,83,163,123,40,75.46,0.0,0
Interview__An_Economy_of_Change,17,36,25,11,69.44,0.0,0
Interview__An_Economy_of_Change_2,17,24,15,9,62.5,0.0,0
Interview__Anthony_Rocco_Martin__UFC_Welterweight,40,97,80,17,82.47,0.0,0
Interview__Fighting_for_Justice_with_Sarah_Turney,45,94,79,15,84.04,0.0,0
Interview__Jessica_Eye__UFC_Flyweight,52,77,38,39,49.35,0.0,0
Interview__Sam_Wilking,21,28,21,7,75.0,0.0,0
Interview__Student_Series_Ep._2__Niyah_Withers,37,48,46,2,95.83,0.0,0
Interview_with_3_x_World_BJJ_Champion_Tom_Barlow,14,13,13,0,100.0,0.0,0
Interview_with_Aileen_Katcher__APR__Fellow_PRSA,17,11,10,1,90.91,0.0,0
Interview_with_Brandon_Cormier__Special_Message__Aaron_Pennington__Lead_Pastor___Founder,11,20,20,0,100.0,0.0,0
Interview_with_Brian_Schoolcraft_of_PMI_Metroplex_Properties_in_Bedford__Texas,53,175,123,52,70.29,0.0,0
Interview_with_Bridget__the_Director_of_Youth_Engagement,17,35,24,11,68.57,0.0,0
Interview_with_CEO_of_Get_Ryte_Entertainment__Lou_Streetz_-_Ep._20,25,17,10,7,58.82,0.0,0
Interview_with_CPT_Taylor,49,113,93,20,82.3,0.0,0
Interview_with_Chelsea_Lancaster,27,82,77,5,93.9,0.0,0
Interview_with_Christina_Daves__How_to_Land_Media_Exposure_for_Your_Business,31,39,31,8,79.49,0.0,0
Interview_with_Ciara_Byrne___Green_Our_Planet__School_Gardens__Obama_Foundation_Fellow__Food_Justice,62,131,109,22,83.21,0.0,0
Interview_with_Darla_Trendler,51,140,119,21,85.0,0.0,0
Interview_with_Dr._Anna_Garrett__hormone_expert_and_author_of_Perimenopause__The_Savvy_Sister_s_Guide_to_Hormone_Harmony,93,190,140,50,73.68,0.0,0
Interview_with_Dr._Mike_Austin,28,75,63,12,84.0,0.0,0
Interview_with_Dr._Peter_Scaer_-_Cultural_and_Religious_Liberty_Issues,41,91,77,14,84.62,0.0,0
Interview_with_EDM__House__Pop_Singer_and_Songwriter__Darja_Schabad_-_Ep._36,41,55,42,13,76.36,0.0,0
Interview_with_Erin_Greilick__Support_Through_Challenges,31,77,53,24,68.83,0.0,0
Interview_with_Grindking_Skateboard_Trucks,30,35,19,16,54.29,0.0,0
Interview_with_Henrik_Friis_-_Regional_Director__Turf_and_Irrigation__Jebsen_and_Jessen_Technology__AGIF_Board_Member,24,41,26,15,63.41,0.0,0
Interview_with_Jared_Easley___Founder_of_Podcast_Movement,32,38,31,7,81.58,0.0,0
Interview_with_Jeff_Arnold__Veterans_Coordinator_for_the_5_campuses_of_Oakland_Community_College,16,15,15,0,100.0,0.0,0
Interview_with_Kamilla_Benforte-_How_to_Find_Meaning_in_Your_Life,12,13,12,1,92.31,0.0,0
Interview_with_Katrina_Episode_117,21,30,19,11,63.33,0.0,0
Interview_with_Kelly_McCarthy_of_Beyond_Words_N_Wisdom,15,19,15,4,78.95,0.0,0
Interview_with_Kurt_Alexander_and_Startup_Lesson_on_Quitting_your_day_job,29,64,43,21,67.19,0.0,0
Interview_with_Kyle_Ladewig__CEO_and_Founder_of_Out_of_Office,2,1,1,0,100.0,0.0,0
Interview_with_Mark_McCrindle,18,34,30,4,88.24,0.0,0
Interview_with_Matt_Gorniak__CEO_of_ThreeKit_3D_AR,41,86,58,28,67.44,0.0,0
Interview_with_Mr._Tom_Wilkinson__a_PhD_candidate_and_teacher_at_the_London_School_of_Economics,51,96,72,24,75.0,0.0,0
Interview_with_Musical_Artist__Abigail_Jerri_-_Ep._19,31,24,16,8,66.67,0.0,0
Interview_with_Musician__Author____Teacher__Bob_Baker_a_Part_1,36,67,48,19,71.64,0.0,0
Interview_with_Neil_Doig_from_Money_Tipps,25,96,81,15,84.38,0.0,0
Interview_with_Painter__Actor__and_Model__Josh_Ford_-_Ep._22,28,26,15,11,57.69,0.0,0
Interview_with_Peter_Gomm_-_17th_May_-_Money_Matters,52,155,132,23,85.16,0.0,0
Interview_with_Peter__from_the_building_team,15,4,4,0,100.0,0.0,0
Interview_with_Phil_Suttle,35,79,56,23,70.89,0.0,0
Interview_with_Psychologist_Tony_Sheppard,45,82,64,18,78.05,0.0,0
Interview_with_Steph_Piper_and_Startup_Lesson_on_MVP,33,73,59,14,80.82,0.0,0
Interview_with_Steve_Ray,41,75,63,12,84.0,0.0,0
Interview_with_Susan_Ibitz,27,71,63,8,88.73,0.0,0
Interview_with_Taffiney_Williams,37,114,105,9,92.11,0.0,0
Interview_with_Tang_Meng_Loon_-_Director__Club_Operations_and_Townships_-_Gamuda_Land,38,59,41,18,69.49,0.0,0
Interview_with_Wellston_Mayor_Charlie_Hudson,206,247,127,120,51.42,0.0,0
Interview_with_Wellston_Mayor_Charlie_Hudson_2,206,246,136,110,55.28,0.0,0
Interview_with_World_Renowned_Fertility_Expert__Author_and_Businesswoman_Gabriella_Rosa,17,39,36,3,92.31,0.0,0
Interview_with__iamthetruth21,27,43,32,11,74.42,0.0,0
Interview_with_johnny_steele,71,100,54,46,54.0,0.0,0
Interview_with_special_guest_Mr._Phil_Hill__Executive_Director_of_Soccer_in_the_Streets,20,47,40,7,85.11,0.0,0
Interview_with_the_Author__The_Advice_Trap_with_Michael_Bungay_Stanier,26,72,63,9,87.5,0.0,0
Interview_with_the_Brandy_Flanagan__Author_of__Make_Business_Fun_Again,119,187,118,69,63.1,0.0,0
Interviewing_my_sister_on_Being_a_Marriage_and_Family_Therapist,67,102,66,36,64.71,0.0,0
Intimacy_With_God_Part_1,3,2,2,0,100.0,0.0,0
Intrapreneurship__Empathy_and_NextGens_with_Mei_Tan,37,111,89,22,80.18,0.0,0
Intrinsic_Motivation,14,25,23,2,92.0,0.0,0
Intro_4,2,1,1,0,100.0,0.0,0
Intro_to_2020___Mark_Magruder,18,19,14,5,73.68,0.0,0
Intro_to_Galatians___Hosea_11_9,2,1,1,0,100.0,0.0,0
Introducing_Around_the_Block,11,12,12,0,100.0,0.0,0
Introducing_Gina_and_Denise,43,58,45,13,77.59,0.0,0
Introducing_The_Enneagram,39,76,58,18,76.32,0.0,0
Introducing__Holy_Fire_Podcast,62,142,113,29,79.58,0.0,0
Introducing__LifesABag_Podcast,7,2,0,2,0.0,0.0,0
Introducing__Press_Release,52,60,29,31,48.33,0.0,0
Introducing__Press_Release_2,52,53,35,18,66.04,0.0,0
Introducing_the__Culture_Series,2,2,0,2,0.0,0.0,0
Introducing_the_new_Racing_Mentor_Sponsorship_Podcast,15,15,13,2,86.67,0.0,0
Introduction_-_Why_The_Art_of_Holiness,25,76,69,7,90.79,0.0,0
Introduction_7,2,3,3,0,100.0,0.0,0
Introduction_8,7,9,6,3,66.67,0.0,0
Introduction_of_Metanoia,9,5,5,0,100.0,0.0,0
Introduction_to_Nextra_Presents,3,3,3,0,100.0,0.0,0
Introduction_to_Self_Reinvented,3,1,1,0,100.0,0.0,0
Introduction_to_Singles_summit_message,6,4,4,0,100.0,0.0,0
Introduction_to_The_Podcast,24,46,39,7,84.78,0.0,0
Introductions-Episode_1,56,61,36,25,59.02,0.0,0
Inuit_Knowledge_and_Heavens__ep_210,21,21,21,0,100.0,0.0,0
Inuit_Knowledge_and_Heavens__ep_210_2,21,29,26,3,89.66,0.0,0
Investing,7,6,5,1,83.33,0.0,0
Investing_In_Your_50_s_and_Beyond,33,98,79,19,80.61,0.0,0
Investing_in_Cloud,5,3,2,1,66.67,0.0,0
Investing_in_Property_via_Social_Media_with_Laura_Muse,47,104,71,33,68.27,0.0,0
Investing_in_Stocks,24,102,96,6,94.12,0.0,0
Investing_in_the__23_Trillion_Climate_Smart_Energy_Sector__A_Conversation_with_Alzbeta_Klein_of_International_Finance_Corporation,21,49,43,6,87.76,0.0,0
Investment_Insights_-_Brian_Selmo,19,33,28,5,84.85,0.0,0
Investment_Insights_-_Global_Emerging_Marketing_with_Ian_Beattie,9,19,14,5,73.68,0.0,0
Investment_Insights_-_Julian_Campbell-Wood,19,41,25,16,60.98,0.0,0
Investor_Asks_about_Learn_Your_Market__1__Rule__Home_Equity_Line__Goals,45,112,101,11,90.18,0.0,0
Investor_Fuel_-_6_Weeks_Out,3,1,1,0,100.0,0.0,0
Investor_Mindset-_Value__1__Treat_information_amorally,31,88,79,9,89.77,0.0,0
Investor_Mindset_-_Value__3_Seek_Margin_First,45,102,75,27,73.53,0.0,0
Investor_Screw_Ups_When_Buying_Multi-Family,3,6,6,0,100.0,0.0,0
Invincible_Light,21,37,35,2,94.59,0.0,0
IonaHoops.com_Podcast_Episode_1__A_New_Era,3,2,2,0,100.0,0.0,0
Is_2020_A_Write_Off,14,23,18,5,78.26,0.0,0
Is_America_losing_its_free_thinkers,3,2,2,0,100.0,0.0,0
Is_Becoming_a_Coach_Right_for_You__Extra_Income__Freedom____Fulfillment_Can_All_Be_Yours,39,111,94,17,84.68,0.0,0
Is_Bitcoin_Legit__-_Ft._Alex_Adelman__CEO_of_Lolli,15,15,11,4,73.33,0.0,0
Is_COVID_The_Catalyst_For_Banking_Digital_Transformations,30,75,59,16,78.67,0.0,0
Is_Contact_Tracing_against_my_right_of_privacy,328,289,192,97,66.44,0.0,0
Is_Fellowship_Worship,22,75,74,1,98.67,0.0,0
Is_God_Actually_Good__-_Tough_Scriptures__Part_Six,7,9,9,0,100.0,0.0,0
Is_God_Love,51,129,125,4,96.9,0.0,0
Is_Hope_Enough,2,1,1,0,100.0,0.0,0
Is_It_GOD_S_WILL_For_Us_To_Be_WEALTHY__HEALTHY____Have_EVERYTHING_We_ve_Always_Wanted,2,1,1,0,100.0,0.0,0
Is_It_Okay_To_Work_With_More_Than_One_Realtor,29,61,54,7,88.52,0.0,0
Is_It_Time_for_Big_Apple_Circus_to_Fold_the_Tent,42,62,36,26,58.06,0.0,0
Is_It_Time_for_Big_Apple_Circus_to_Fold_the_Tent_2,38,68,38,30,55.88,0.0,0
Is_It_Worth_Writing_A_Book_To_Make_Money,3,1,1,0,100.0,0.0,0
Is_Massage_Important,75,95,41,54,43.16,0.0,0
Is_Remote_Work_the_Future__What_will_we_do_after_Lockdown_ends,8,15,14,1,93.33,0.0,0
Is_Social_Media_Actually_Hurting_Your_Real_Estate_Business,5,7,7,0,100.0,0.0,0
Is_Social_Security_Bankrupt,50,142,119,23,83.8,0.0,0
Is_Sola_Scriptura_Workable__Part_I_On_the_Journey_Ep._11,81,190,160,30,84.21,0.0,0
Is_Talking_Hockey_A_Death_Sentence,13,20,17,3,85.0,0.0,0
Is_That_All_You_Got__-_Pastor_Raymond_Woodward,11,8,8,0,100.0,0.0,0
Is_There_Any_Hope,3,2,2,0,100.0,0.0,0
Is_There_Hope_for_My_Broken_Heart,3,1,1,0,100.0,0.0,0
Is_There_Purpose_For_Your_Pain__Bonus_Episode,4,5,3,2,60.0,0.0,0
Is_This_The_End,49,85,66,19,77.65,0.0,0
Is_Trump_accountable_for_COVID-19_deaths__Eugene_Jarecki_launches__TrumpDeathClock,17,35,33,2,94.29,0.0,0
Is_Unity_Possible_Anywhere_Anymore__-_Ephesians,2,1,1,0,100.0,0.0,0
Is_Work_The_Worst__Or_Your_Worth____Workplace_Workshop,35,61,45,16,73.77,0.0,0
Is_it_good_to_follow_your_conscience,3,1,1,0,100.0,0.0,0
Is_it_necessary__is_it_helpful__is_it_kind_and_is_it_true__-_with_Katie_Baldwin,33,41,26,15,63.41,0.0,0
Is_it_the__Fullness_of_the_times_of_the_Gentiles__-_What_next,2,1,1,0,100.0,0.0,0
Is_the_AND_Asset_right_for_me_RIGHT_now__with_Jereme_Roodhouse,14,33,28,5,84.85,0.0,0
Is_the_Bible_the_Inspired_Word_of_God__Pt._3,53,89,68,21,76.4,0.0,0
Is_the_UK_going_down_the_toilet,26,52,46,6,88.46,0.0,0
Is_the_UK_going_down_the_toilet_2,26,47,47,0,100.0,0.0,0
Is_the_World_Ending,4,2,2,0,100.0,0.0,0
Is_there_any_value_In_fixed_income__-_Quilter_Cheviot_s_Richard_Carter,8,23,22,1,95.65,0.0,0
Is_there_financial_relief_during_these_tough_times,14,25,21,4,84.0,0.0,0
Is_there_financial_relief_during_these_tough_times_2,14,21,18,3,85.71,0.0,0
Is_this_how_you_attract_millennials__You_decide,32,52,42,10,80.77,0.0,0
Isabella_Mcneff,127,205,133,72,64.88,0.0,0
Isaiah_32_18,186,252,211,41,83.73,0.0,0
Isaiah_Chapter_25_Part_2,3,2,1,1,50.0,0.0,0
Isaiah_Part_1,15,17,17,0,100.0,0.0,0
Isaiah_Series_-_Chapter_5_1-30,3,1,1,0,100.0,0.0,0
Israel_Front___Center_Pt._3__Audio,4,1,1,0,100.0,0.0,0
Issues_for_Employers_to_Consider_for_Re-Entry_into_the_Workplace_During_COVID-19,35,88,81,7,92.05,0.0,0
It_Has_To_Go_Back,5,6,5,1,83.33,0.0,0
It_Matters_No.201_-_Fear_Not,46,135,128,7,94.81,0.0,0
It_Never_Does_What_You_Expect_-_Nick_Santiago_5-29-20__44,31,68,54,14,79.41,0.0,0
It_s_A_Trap__w__Roisin_Kearney__Director_of__Run__-_S5E9pt2,27,81,65,16,80.25,0.0,0
It_s_All_About_The_NET,9,19,19,0,100.0,0.0,0
It_s_Always_Showtime_-_Thoughts_from_Kevin,3,2,2,0,100.0,0.0,0
It_s_Going_to_Cost_You__audio,3,8,8,0,100.0,0.0,0
It_s_Good_Canada__New_campaign_aimed_at_growing_conversation_about_food_system,5,10,9,1,90.0,0.0,0
It_s_Never_Too_Late_to_Start_Investing_as_Elon_Musk_of_Tesla_Has_Proved,3,5,5,0,100.0,0.0,0
It_s_Okay_To_Not_Be_Okay__Part_1,50,120,104,16,86.67,0.0,0
It_s_Only_9_In_The_Morning,3,5,4,1,80.0,0.0,0
It_s_Up_to_You___Pastor_Ron_Termale,4,2,1,1,50.0,0.0,0
It_s_bigger_than_sports_today__5_28,19,24,19,5,79.17,0.0,0
It_s_not_you...__it_s_your_audience,56,79,60,19,75.95,0.0,0
It_s_time_to_finish_strong___Pastor_Chris_Ross,2,1,1,0,100.0,0.0,0
Italy_s_Unfortunate_Policy_Responses_to_COVID-19,9,16,14,2,87.5,0.0,0
Italy_s_Unfortunate_Policy_Responses_to_COVID-19_2,9,16,13,3,81.25,0.0,0
Itas_Not_How_They_Open__Itas_How_They_Close._Nick_Santiago_5-7-20__29,33,74,49,25,66.22,0.0,0
Iteractive_Leadership,47,80,58,22,72.5,0.0,0
Its_a_crime_to_go_about_your_business,3,4,4,0,100.0,0.0,0
Its_a_crime_to_go_about_your_business_2,3,1,1,0,100.0,0.0,0
Its_time_to_Sell_Socially,3,2,1,1,50.0,0.0,0
Its_time_to_get_out_of_Egypt__part_5,3,2,2,0,100.0,0.0,0
Ive_never_been_more_proud_of_our_people_Paul_Mahon__President___CEO_of_Great-West_Lifeco_and_Canada_Life,17,29,23,6,79.31,0.0,0
J-16._Journeys_into_the_Greek_scriptures_of_the_Bible,3,1,1,0,100.0,0.0,0
J-18.Roger_Youderian__coming_out_of_depression_into_glory__Hope_in_the_midst_of_trials__-M_M_series,3,2,2,0,100.0,0.0,0
J.B._Hunt,33,107,80,27,74.77,0.0,0
J.K._Rowling_is_a_TERF,119,151,85,66,56.29,0.0,0
J.K._Rowling_is_a_TERF_2,119,203,109,94,53.69,0.0,0
J._Haleem_Washington_-_Phi_Beta_Sigma,22,27,24,3,88.89,0.0,0
JAMES__WK_8,6,4,3,1,75.0,0.0,0
JE2US__a_novel..._-_Author_Terrry_Esau_joins_the_Here_on_Earth_Podcast,39,66,45,21,68.18,0.0,0
JESUS2020___Love_x3___ND_Strupler,131,84,55,29,65.48,0.0,0
JESUS_STILL_IS_-WK4_-_I_AM_THE_GOOD_SHEPHERD_MAY_31ST_2020,13,11,11,0,100.0,0.0,0
JF2080__Medical_Real_Estate_Investing_With_Colin_Carr,52,159,144,15,90.57,0.0,0
JF2084__Raising_Your_Performance_With_Robert_Glazer__SkillsetSunday,46,104,80,24,76.92,0.0,0
JF2087__How_To_Find_and_Qualify_an_Executive_Assistant___Syndication_School_with_Theo_Hicks,4,1,1,0,100.0,0.0,0
