prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
business|How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life|17|3|bb8a2247837b6808|1,business|How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life|17|3|bb8a2247837b6808,business,How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life,17,3,It is meaningful to question whether medication explains observed behaviors or states.,01_Millennials__work__Holy_Sh_t__w__Wing_Yan_Man,19,0,The speaker is asking whether training programs or performances would be identical when transferred to the United States.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|71747|4|2|fb4f5599e167067e|0,political|71747|4|2|fb4f5599e167067e,political,71747,4,2,There exists a meaningful distinction between regions within the Gulf Coast regarding hurricane impacts.,95822,44,2,There will be a bet tomorrow regarding voter preferences between medical cannabis and Donald Trump and South Dakota.,3,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|71747|4|2|fb4f5599e167067e|1,political|71747|4|2|fb4f5599e167067e,political,71747,4,2,There exists a meaningful distinction between regions within the Gulf Coast regarding hurricane impacts.,95822,7,2,There is currently no established guideline for secure Zoom usage within the organization.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|71747|4|2|fb4f5599e167067e|2,political|71747|4|2|fb4f5599e167067e,political,71747,4,2,There exists a meaningful distinction between regions within the Gulf Coast regarding hurricane impacts.,95822,17,1,There exists a proposal called the Trust App that the speaker supports and helped develop.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|71747|4|2|fb4f5599e167067e|3,political|71747|4|2|fb4f5599e167067e,political,71747,4,2,There exists a meaningful distinction between regions within the Gulf Coast regarding hurricane impacts.,95822,45,3,There is substantial financial investment flowing into South Dakota to influence legislation regarding medical marijuana.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72687|10|0|5ee4b37bd9d699f5|0,political|72687|10|0|5ee4b37bd9d699f5,political,72687,10,0,The speaker believes that funding decisions require formal legislative processes.,81301,8,7,The speaker believes the U.S. should begin negotiating all drug prices immediately.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|72687|10|0|5ee4b37bd9d699f5|1,political|72687|10|0|5ee4b37bd9d699f5,political,72687,10,0,The speaker believes that funding decisions require formal legislative processes.,81301,15,0,The speaker believes that the proposed change will not affect research into new drugs.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72687|10|0|5ee4b37bd9d699f5|2,political|72687|10|0|5ee4b37bd9d699f5,political,72687,10,0,The speaker believes that funding decisions require formal legislative processes.,81301,21,0,The speaker believes the listener wants the president to declare a climate emergency.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|72687|10|0|5ee4b37bd9d699f5|3,political|72687|10|0|5ee4b37bd9d699f5,political,72687,10,0,The speaker believes that funding decisions require formal legislative processes.,81301,51,3,The speaker believes the current system has become ineffective due to the lack of procedural barriers.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
political|74543|4|3|35b5758276ac2118|0,political|74543|4|3|35b5758276ac2118,political,74543,4,3,The speaker believes that political positioning can be meaningfully compared through symbolic groupings like 'the Squad' and 'Democratic Socialists of America'.,76990,15,4,The speaker followed through on Aaron's initiative to send notes offering help.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
commentary|Cata_-_Getting_COVID-19|20|0|9b29acc3461529bd|0,commentary|Cata_-_Getting_COVID-19|20|0|9b29acc3461529bd,commentary,Cata_-_Getting_COVID-19,20,0,A person entering someone's home without permission should typically provoke some kind of reaction from residents.,Episode_174__Day_of_the_Debt,2,5,Some workers sent home during the pandemic but retained employment status were initially classified as 'employed but absent' rather than 'temporarily unemployed'.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886|0,business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886,business,Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered,4,0,The speaker believes that market behavior should align with underlying economic realities.,S2E12_-_Adapt_and_Survive,2,2,The speaker believes that returning to the office is a recent event.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886|1,business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886,business,Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered,4,0,The speaker believes that market behavior should align with underlying economic realities.,S2E12_-_Adapt_and_Survive,9,8,The behavior of queuing for low-cost items like t-shirts is puzzling to the speaker.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886|2,business|Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered|4|0|1e992027b7caf886,business,Steven_Englander__Head_of_G10_FX_and_North_America_Macro_Strategy__Standard_Chartered,4,0,The speaker believes that market behavior should align with underlying economic realities.,S2E12_-_Adapt_and_Survive,23,3,The speaker believes they may be able to provide assistance if needed.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67|0,business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67,business,Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat,20,7,Pro bono legal support should exist but currently does not serve small business needs.,E60__How_to_Overcome_Your_Limiting_Beliefs_About_Money__with_Gull_Khan,45,1,The speaker does not provide business strategy training; they focus solely on mindset and money stories.,3,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67|1,business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67,business,Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat,20,7,Pro bono legal support should exist but currently does not serve small business needs.,E60__How_to_Overcome_Your_Limiting_Beliefs_About_Money__with_Gull_Khan,17,3,Financial freedom does not necessarily require becoming an entrepreneur or building multiple businesses.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67|2,business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67,business,Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat,20,7,Pro bono legal support should exist but currently does not serve small business needs.,E60__How_to_Overcome_Your_Limiting_Beliefs_About_Money__with_Gull_Khan,24,2,The speaker does not expect the listener to reveal proprietary coaching methods.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67|3,business|Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat|20|7|b85896d7364c7c67,business,Entrepreneurs_101_-_Deepti_Sharma__FoodtoEat,20,7,Pro bono legal support should exist but currently does not serve small business needs.,E60__How_to_Overcome_Your_Limiting_Beliefs_About_Money__with_Gull_Khan,29,2,Gold does not have value for me.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615|0,commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615,commentary,The_AIDS_Epidemic__Queer_Identity__and_Catholicism,1,8,Being part of a faith tradition does not preclude critique or conflict with its doctrines.,Antibody_tests_showing_coronavirus_was_here_long_before_we_realized,12,3,The timeline of known infection does not align well with the scale of reported cases.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615|1,commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615,commentary,The_AIDS_Epidemic__Queer_Identity__and_Catholicism,1,8,Being part of a faith tradition does not preclude critique or conflict with its doctrines.,Antibody_tests_showing_coronavirus_was_here_long_before_we_realized,26,1,The group referred to as 'we' does not perform the action of hitting the floor to be passed.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615|2,commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615,commentary,The_AIDS_Epidemic__Queer_Identity__and_Catholicism,1,8,Being part of a faith tradition does not preclude critique or conflict with its doctrines.,Antibody_tests_showing_coronavirus_was_here_long_before_we_realized,37,1,The speaker does not know anything about the story regarding Chinese satellites.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615|3,commentary|The_AIDS_Epidemic__Queer_Identity__and_Catholicism|1|8|733a21e6c3d53615,commentary,The_AIDS_Epidemic__Queer_Identity__and_Catholicism,1,8,Being part of a faith tradition does not preclude critique or conflict with its doctrines.,Antibody_tests_showing_coronavirus_was_here_long_before_we_realized,44,4,China does not have the capability to control satellite re-entry trajectories.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader|46|0|cce4da4dfe9b526f|0,business|ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader|46|0|cce4da4dfe9b526f,business,ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader,46,0,People who trade without risk management are likely to fail.,How_to_Overcome_Stress__Anxiety__and_Depression_as_an_Entrepreneur,26,1,"When stressful events occur, people who lack a good baseline operate at less than full capacity.",2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader|46|0|cce4da4dfe9b526f|1,business|ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader|46|0|cce4da4dfe9b526f,business,ASFX_SKEPTIC_TURNED_SUCCESS____MumBossTrader,46,0,People who trade without risk management are likely to fail.,How_to_Overcome_Stress__Anxiety__and_Depression_as_an_Entrepreneur,32,3,The business exists for a purpose and serves many people who depend on it.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Paul_Romer_on_the_COVID-19_Pandemic|45|6|d5607564f72c383f|0,business|Paul_Romer_on_the_COVID-19_Pandemic|45|6|d5607564f72c383f,business,Paul_Romer_on_the_COVID-19_Pandemic,45,6,Social outcomes are generally predictable and stable when individuals have access to relevant facts.,EP__5__Uncertainty__Markets___GMO_s,117,0,States have earlier dates when spraying is prohibited.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
religion|Turning_Wisdom_to_Foolishness_--_Jeremy_Bannister|19|3|a5ee306a9dea44b6|0,religion|Turning_Wisdom_to_Foolishness_--_Jeremy_Bannister|19|3|a5ee306a9dea44b6,religion,Turning_Wisdom_to_Foolishness_--_Jeremy_Bannister,19,3,The speaker believes they speak for others experiencing similar difficulties.,You_re_Never_Too_Far_From_God_--_Psalm_61,0,3,The speaker believes they have a place ('an acre') reserved for their soul.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
political|80188|14|2|6a056429e2f04235|0,political|80188|14|2|6a056429e2f04235,political,80188,14,2,The speaker assumes that being from the same state as an opponent increases emotional intensity and difficulty of competition.,81309,10,2,The speaker assumes the addressee has some level of responsibility or influence regarding bill passage.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
religion|Episode_15__Quality_Quarantine|16|4|d2c1485d08b1cf70|0,religion|Episode_15__Quality_Quarantine|16|4|d2c1485d08b1cf70,religion,Episode_15__Quality_Quarantine,16,4,Family members value spending quality time together even when structured plans fail.,Christian_Living,3,6,"When worldly things fail to satisfy, it indicates we were made for another world.",2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7|0,business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7,business,The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst,18,0,The speaker believes that tools can meaningfully support entrepreneurial success.,Episode__125_-_Liz_Rodriguez,6,9,Competition among women in professional settings can lead to undermining rather than mutual support.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7|1,business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7,business,The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst,18,0,The speaker believes that tools can meaningfully support entrepreneurial success.,Episode__125_-_Liz_Rodriguez,11,9,The speaker believes Elizabeth’s story reflects a particular interpretive lens they attribute to 'Liz'.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7|2,business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7,business,The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst,18,0,The speaker believes that tools can meaningfully support entrepreneurial success.,Episode__125_-_Liz_Rodriguez,15,6,The speaker believes that personal worth should not be based on worldly standards.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7|3,business|The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst|18|0|6b675ebd041486a7,business,The_Intrapreneurs_Journey_to_Getting_Ideas_Launched__with_Karen_Holst,18,0,The speaker believes that tools can meaningfully support entrepreneurial success.,Episode__125_-_Liz_Rodriguez,15,7,The speaker believes biblical truth is the ultimate foundation for self-worth.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
religion|106___The_Fifth_Commandment__Honor_vs_Obedience|5|3|88d447b06873f861|0,religion|106___The_Fifth_Commandment__Honor_vs_Obedience|5|3|88d447b06873f861,religion,106___The_Fifth_Commandment__Honor_vs_Obedience,5,3,The speaker believes the timing of Blur's Day is relevant to current events.,Daily_Devotions___Daily_Devotional_Episode_62__-_Proverbs_9_7-9,0,1,The current program is the Day Devotional Podcast.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
